CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,FaxNumber,Email,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,YearRoundYN,FederalDFCDistrictID,Latitude,Longitude,AdmFName,AdmLName,AdmEmail,LastUpDate
37683380108274,0634320,11382,Active,San Diego,San Diego Unified,Porter Elementary,4800 T Street,4800 T St.,San Diego,92113-5006,CA,4800 T Street,4800 T St.,San Diego,92113-5006,CA,(619) 266-7700,No Data,(619) 266-7790,No Data,http://new.sandi.net/schools/porter,38601,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-6,K-5,N,N,N,No Data,32.698710,-117.09106,Graciela,Chavez,gchavez1@sandi.net,44056
37683380108282,0634320,11383,Active,San Diego,San Diego Unified,Cherokee Point Elementary,3735 38th Street,3735 38th St.,San Diego,92105-2414,CA,3735 38th Street,3735 38th St.,San Diego,92105-2414,CA,(619) 641-3400,No Data,(619) 282-2665,No Data,http://new.sandi.net/schools/cherokeepoint,38601,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,N,N,No Data,32.747185,-117.11183,Quyen,Corral,qnguyen@sandi.net,44504
37683380108290,0634320,11384,Active,San Diego,San Diego Unified,Ibarra Elementary,4877 Orange Avenue,4877 Orange Ave.,San Diego,92115-4947,CA,4877 Orange Avenue,4877 Orange Ave.,San Diego,92115-4947,CA,(619) 641-5400,No Data,(619) 516-0355,No Data,No Data,38601,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.753027,-117.08953,Mariclaret (MC),Patton,mpatton@sandi.net,44504
37683380108787,0634320,11386,Active,San Diego,San Diego Unified,High Tech High Media Arts,2230 Truxtun Road Third Floor,2230 Truxtun Rd. Third Fl.,San Diego,92106-6039,CA,2861 Womble Road Third Floor,2861 Womble Rd. Third Fl.,San Diego,92106-6025,CA,(619) 398-8620,No Data,(619) 224-1198,jpetreyjuarez@hightechhigh.org,http://www.hightechhigh.org,38593,No Data,Y,0622,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,0601515,32.734734,-117.21970,Paul,Yumbla,pyumbla@hightechhigh.org,44595
37683380109033,0634320,11390,Active,San Diego,San Diego Unified,King-Chavez Arts and Athletics Academy,415 31st Street,415 31st St.,San Diego,92102-4236,CA,415 31st Street,415 31st St.,San Diego,92102-4236,CA,(619) 525-7320,No Data,(619) 696-7459,info@kingchavez.org,http://www.kingchavez.org,38601,No Data,Y,0704,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,3-5,3-5,N,N,N,0602280,32.709848,-117.12742,Shelley,Baca,sbaca@kingchavez.org,44056
37683380109157,0634320,11393,Active,San Diego,San Diego Unified,Magnolia Science Academy San Diego,6525 Estrella Avenue,6525 Estrella Ave.,San Diego,92120-2707,CA,6525 Estrella Avenue,6525 Estrella Ave.,San Diego,92120-2707,CA,(619) 644-1300,No Data,(619) 374-2764,sandiego@magnoliapublicschools.org,http://msasd.magnoliapublicschools.org,38601,No Data,Y,0698,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,0602387,32.791691,-117.08783,Gokhan,Serce,gserce@magnoliapublicschools.org,44056
37683380111864,0634320,11765,Active,San Diego,San Diego Unified,Normal Heights Elementary,3750 Ward Road,3750 Ward Rd.,San Diego,92116-3737,CA,3750 Ward Road,3750 Ward Rd.,San Diego,92116-3737,CA,(619) 584-6000,3002,(619) 584-6090,No Data,http://www.sandi.net/normalheights,38965,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,N,N,No Data,32.761139,-117.11376,John,Aguilar,jaguilar@sandi.net,44504
37683380111898,0634320,11766,Active,San Diego,San Diego Unified,Albert Einstein Academies,3035 Ash Street,3035 Ash St.,San Diego,92102-1718,CA,3035 Ash Street,3035 Ash St.,San Diego,92102-1718,CA,(619) 795-1190,No Data,(619) 795-1180,einstein@aeacs.org,http://www.aeacs.org,38965,No Data,Y,0773,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,K-8,6-8,N,N,N,0601896,32.720125,-117.13032,David,Sciarretta,dsciarretta@aeacs.org,44536
37683380111906,0634320,11767,Active,San Diego,San Diego Unified,King-Chavez Preparatory Academy,500 30th Street,500 30th St.,San Diego,92102-3090,CA,500 30th Street,500 30th St.,San Diego,92102-3090,CA,(619) 744-3828,No Data,(619) 696-7459,info@kingchavez.org,http://www.kingchavez.org,38957,No Data,Y,0772,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,0601687,32.710591,-117.13030,Daniel,Romo,dromo@kingchavez.org,44056
37683380114025,0634320,11939,Active,San Diego,San Diego Unified,Lincoln High,4777 Imperial Avenue,4777 Imperial Ave.,San Diego,92113-2071,CA,4777 Imperial Avenue,4777 Imperial Ave.,San Diego,92113-2071,CA,(619) 266-6500,No Data,(619) 266-6605,No Data,http://lincolnhighsd.net/hornets,39328,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,32.704034,-117.09196,Stephanie,Brown,stephanie.brown@sandi.net,44056
37683380114033,0634320,11973,Active,San Diego,San Diego Unified,Rodriguez Elementary,825 South 31st Street,825 South 31st St.,San Diego,92113-2525,CA,825 South 31st Street,825 South 31st St.,San Diego,92113-2525,CA,(619) 699-4500,No Data,(619) 699-4590,No Data,http://new.sandi.net/schools/rodriguez,39329,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,N,N,No Data,32.697615,-117.12725,Claudia,Jordan,cjordan@sandi.net,44056
37683380114041,0634320,12000,Active,San Diego,San Diego Unified,Joyner Elementary,4271 Myrtle Avenue,4271 Myrtle Ave.,San Diego,92105-3426,CA,4271 Myrtle Avenue,4271 Myrtle Ave.,San Diego,92105-3426,CA,(619) 640-4000,No Data,(619) 640-4090,No Data,No Data,39329,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,Y,N,No Data,32.742094,-117.10270,Kara,Kuchemba,kkuchemba@sandi.net,44504
37683380114462,0634320,12179,Active,San Diego,San Diego Unified,Health Sciences High and Middle College,"3910 University Avenue, Suite 100","3910 University Ave., Ste. 100",San Diego,92105-7302,CA,"3910 University Avenue, Suite 100","3910 University Ave., Ste. 100",San Diego,92105-7302,CA,(619) 528-9070,No Data,(619) 528-9084,sjohnson@hshmc.org,http://www.hshmc.org,39329,No Data,Y,0876,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,0602374,32.749745,-117.11047,Sheri,Johnson,sjohnson@hshmc.org,44056
37683380116939,0634320,12352,Active,San Diego,San Diego Unified,Innovation Middle,5095 Arvinels Avenue,5095 Arvinels Ave.,San Diego,92117-2303,CA,5095 Arvinels Avenue,5095 Arvinels Ave.,San Diego,92117-2303,CA,(858) 278-5948,No Data,(858) 278-5758,No Data,http://www.imiddle.org,39692,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,32.838063,-117.17514,Steven,Will,swill@sandi.net,44056
37683380117325,0634320,12376,Active,San Diego,San Diego Unified,Millennial Tech Middle,1110 Carolina Lane,1110 Carolina Ln.,San Diego,92102-3713,CA,1110 Carolina Lane,1110 Carolina Ln.,San Diego,92102-3713,CA,(619) 362-4650,No Data,(619) 362-4660,No Data,http://mtechmiddle.org,39692,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,Y,N,No Data,32.716935,-117.08861,Denise,Goulart,dgoulart@sandi.net,43874
37683380118083,0634320,12261,Active,San Diego,San Diego Unified,Innovations Academy,5454 Ruffin Road,5454 Ruffin Rd.,San Diego,92123-1313,CA,5454 Ruffin Road,5454 Ruffin Rd.,San Diego,92123-1313,CA,(858) 271-1414,No Data,(858) 271-1418,info@innovationsacademy.org,http://innovationsacademy.org,39692,No Data,Y,1024,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,0601627,32.834194,-117.12730,Christine,Kuglen,christine@innovationsacademy.org,44056
37683380118315,0634320,12303,Active,San Diego,San Diego Unified,East Village Middle College High,1313 Park Boulevard,1313 Park Blvd.,San Diego,92101-4717,CA,1313 Park Boulevard,1313 Park Blvd.,San Diego,92101-4717,CA,(619) 362-4769,No Data,(619) 230-1037,No Data,No Data,39692,No Data,N,No Data,No Data,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,9-12,9-12,C,N,N,No Data,32.718606,-117.15253,Mitchell,Booz,mbooz@sandi.net,44159
37683380118851,0634320,12195,Active,San Diego,San Diego Unified,King-Chavez Community High,201 A Street,201 A St.,San Diego,92101-4003,CA,201 A Street,201 A St.,San Diego,92101-4003,CA,(619) 704-1020,No Data,(619) 704-1021,info@kingchavez.org,http://www.kingchavez.org,40056,No Data,Y,1015,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,0602185,32.718821,-117.16264,Desi,Sullivan,dsullivan@kingchavez.org,44056
37683380119610,0634320,12386,Active,San Diego,San Diego Unified,Gompers Preparatory Academy,1005 47th Street,1005 47th St.,San Diego,92102-3626,CA,1005 47th Street,1005 47th St.,San Diego,92102-3626,CA,(619) 263-2171,No Data,(619) 264-4342,No Data,http://www.gomperscharter.org,40056,No Data,Y,1080,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-12,C,N,Y,0601788,32.716111,-117.09357,Jenny,Parsons,jparsons@gomperscharter.org,44504
37683380120410,0634320,12534,Active,San Diego,San Diego Unified,iHigh Virtual Academy,3939 Conde Street,3939 Conde St.,San Diego,92110-3012,CA,3939 Conde Street,3939 Conde St.,San Diego,92110-3012,CA,(619) 764-5440,4593,(619) 209-4566,ihigh@sandi.net,http://www.sandi.net/ihigh,40063,No Data,N,No Data,No Data,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,K-12,9-12,V,N,N,No Data,32.751221,-117.19481,Eunique,Johnson,ejohnson7@sandi.net,44490
37683380121681,0634320,12630,Active,San Diego,San Diego Unified,San Diego Global Vision Academy,3430 School Street,3430 School St.,San Diego,92116-3423,CA,3430 School Street,3430 School St.,San Diego,92116-3423,CA,(619) 600-5321,No Data,(619) 550-3637,No Data,http://www.sdgva.org,40427,No Data,Y,1190,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,0601483,32.762372,-117.11910,Christine,Kane,christine.kane@sdgva.net,44533
37683380122788,0634320,12640,Active,San Diego,San Diego Unified,School for Entrepreneurship and Technology,3540 Aero Court,3540 Aero Ct.,San Diego,92123-1711,CA,3540 Aero Court,3540 Aero Ct.,San Diego,92123-1711,CA,(858) 874-4338,No Data,(858) 874-5645,info@sethigh.org,http://sethigh.org,40428,No Data,Y,1253,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,0602110,32.807105,-117.14850,Neil,McCurdy,neil.mccurdy@sethigh.org,44056
37683380123778,0634320,12786,Active,San Diego,San Diego Unified,Old Town Academy K-8 Charter,2120 San Diego Avenue,2120 San Diego Ave.,San Diego,92110-2901,CA,2120 San Diego Avenue,2120 San Diego Ave.,San Diego,92110-2901,CA,(619) 574-6225,No Data,(619) 683-2096,info@oldtownacademy.org,http://www.oldtownacademy.org,40800,No Data,Y,1279,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,0602002,32.746573,-117.18925,Laura,Badillo,lbadillo@oldtownacademy.org,44533
37683380124115,0634320,12892,Active,San Diego,San Diego Unified,Knox Middle,1098 South 49th Street,1098 South 49th St.,San Diego,92113-3599,CA,1098 South 49th Street,1098 South 49th St.,San Diego,92113-3599,CA,(619) 344-5500,No Data,(619) 344-5549,No Data,http://sandi.net/schools,40791,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,32.695466,-117.08946,Heather,Potter,hpotter@sandi.net,44056
37683380124347,0634320,12961,Active,San Diego,San Diego Unified,City Heights Preparatory Charter,4260 54th Street,4260 54th St.,San Diego,92115-6009,CA,4260 54th Street,4260 54th St.,San Diego,92115-6009,CA,(619) 795-3137,No Data,No Data,info@cityheightsprep.org,http://www.cityheightsprep.org,41156,No Data,Y,1312,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-12,N,N,N,0601700,32.753973,-117.07982,Elias,Vargas,evargas@cityheightsprep.org,44504
37683380126730,0634320,13201,Active,San Diego,San Diego Unified,Kavod Charter,6991 Balboa Avenue,6991 Balboa Ave.,San Diego,92111-3447,CA,6991 Balboa Avenue,6991 Balboa Ave.,San Diego,92111-3447,CA,(858) 386-0887,No Data,(858) 777-9197,director@kavodcharter.org,http://www.kavodelementary.org,41519,No Data,Y,1447,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-7,N,N,Y,0601662,32.819772,-117.16794,Alexa,Greenland,alexa.greenland@kavodcharter.org,44504
37683380126938,0634320,13144,Active,San Diego,San Diego Unified,Home & Hosp/Transition Support,"4100 Normal Street, Annex 14","4100 Normal St., Annex 14",San Diego,92103,CA,"4100 Normal Street, Annex 14","4100 Normal St., Annex 14",San Diego,92103,CA,(619) 344-6435,No Data,(619) 725-7407,vpeters@sandi.net,No Data,41155,No Data,N,No Data,No Data,54,Unified School District,65,K-12 Schools (Public),HOMHOS,Home and Hospital,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,N,N,No Data,32.715329,-117.15725,Sylvia,Echeverria,secheverria@sandi.net,44272
37683380127647,0634320,13288,Active,San Diego,San Diego Unified,e3 Civic High,"395 11th Avenue, 6th Floor","395 11th Ave., 6th Fl.",San Diego,92101,CA,"395 11th Avenue, 6th Floor","395 11th Ave., 6th Fl.",San Diego,92101,CA,(619) 546-0000,No Data,(619) 677-2955,cbowden@e3civichigh.com,http://www.e3civichigh.com,41520,No Data,Y,1302,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,0602350,32.709215,-117.15465,Craig,Bowden,cbowden@e3civichigh.com,44530
37683380129387,0634320,13803,Active,San Diego,San Diego Unified,Empower Language Academy,6402 Linda Vista Road,6402 Linda Vista Rd.,San Diego,92111-6013,CA,6484 Linda Vista Road,6484 Linda Vista Rd.,San Diego,92111-6013,CA,(858) 292-1304,No Data,(858) 292-1328,dbrown@empowercharter.org,http://www.empowercharter.org,41906,No Data,Y,1634,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,0602375,32.772382,-117.17922,Demi,Brown,dbrown@empowercharter.org,44586
37683380129395,0634320,13795,Active,San Diego,San Diego Unified,Elevate,2285 Murray Ridge Road,2285 Murray Ridge Rd.,San Diego,92123-3934,CA,2285 Murray Ridge Road,2285 Murray Ridge Rd.,San Diego,92123-3934,CA,(858) 751-4774,No Data,(619) 839-3700,relliott@elevateschool.com,http://www.elevateschool.com,41884,No Data,Y,1633,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,0601503,32.786288,-117.14434,Robert,Elliott,relliott@elevateschool.com,44228
37683380131565,0634320,13878,Active,San Diego,San Diego Unified,High Tech Elementary,2150 Cushing Road,2150 Cushing Rd.,San Diego,92106-6189,CA,2861 Womble Road,2861 Womble Rd.,San Diego,92106,CA,(619) 564-6700,No Data,(619) 564-6757,jpetreyjuarez@hightechhigh.org,http://www.hightechhigh.org,42240,No Data,Y,1709,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,0602429,32.731713,-117.21737,Allie,Wong,awong@hightechhigh.org,44595
37683380131979,0634320,13917,Active,San Diego,San Diego Unified,Ingenuity Charter,6130 Skyline Drive,6130 Skyline Dr.,San Diego,92114-5620,CA,6130 Skyline Drive,6130 Skyline Dr.,San Diego,92114-5620,CA,(619) 335-8780,No Data,(619) 487-9682,info@ingenuitycharter.org,http://www.ingenuitycharter.org,42186,No Data,Y,1719,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-12,V,N,Y,0601533,32.702040,-117.06464,Susan,Cuttitta,susan.cuttitta@ofarrellschool.org,44482
37683380132316,0634320,13916,Active,San Diego,San Diego Unified,Jonas Salk Elementary,7825 Flanders Drive,7825 Flanders Dr.,San Diego,92126-3449,CA,7825 Flanders Drive,7825 Flanders Dr.,San Diego,92126-3449,CA,(858) 935-2100,No Data,(858) 935-2149,dhardson@sandi.net,http://www.sandi.net/salk,42255,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.906344,-117.15512,Deidre,Hardson,dhardson@sandi.net,44056
37683380135913,0634320,12318,Active,San Diego,San Diego Unified,Urban Discovery Academy Charter,840 14th Street,840 14th St.,San Diego,92101-6608,CA,840 14th Street,840 14th St.,San Diego,92101-6608,CA,(619) 788-4668,No Data,(619) 688-9796,info@urbandiscoveryacademy.com,http://www.urbandiscoveryacademy.com,42917,No Data,Y,1008,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,N,Y,0601551,32.714193,-117.15224,Shawn,Loescher,sloescher@urbansd.com,44582
37683380136663,0634320,14198,Active,San Diego,San Diego Unified,America's Finest Charter,730 45th Street,730 45th St.,San Diego,92102-3619,CA,730 45th Street,730 45th St.,San Diego,92102-3619,CA,(619) 694-4809,No Data,(619) 794-2762,jan@americasfinestcharterschool.org,http://americasfinestcharterschool.org,42975,No Data,Y,1301,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,N,N,0601468,32.712836,-117.09808,Jan,Perry,jan@americasfinestcharterschool.org,44504
37683380140319,0634320,14499,Active,San Diego,San Diego Unified,Logan Memorial Educational Campus,2875 Ocean View Blvd,2875 Ocean View Blvd,San Diego,92113-1334,CA,2875 Ocean View Blvd,2875 Ocean View Blvd,San Diego,92113-1334,CA,(619) 344-6500,No Data,(619) 344-6549,No Data,No Data,44013,No Data,N,No Data,No Data,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEM,Elementary,P-12,K-8,N,N,N,No Data,32.700754,-117.13259,Antonio,Villar,jvillar@sandi.net,44482
37683380140384,0634320,14500,Active,San Diego,San Diego Unified,Mountain View,3550 Logan Avenue,3550 Logan Ave.,San Diego,92113-2712,CA,3550 Logan Avenue,3550 Logan Ave.,San Diego,92113-2712,CA,(619) 344-6210,No Data,(619) 344-6241,No Data,No Data,44013,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,32.697450,-117.11746,Rhea,Brown,rbrown2@sandi.net,44482
37683383730116,0634320,05487,Active,San Diego,San Diego Unified,John Muir Language Academy,4431 Mount Herbert Avenue,4431 Mt. Herbert Ave.,San Diego,92117-4728,CA,4431 Mount Herbert Avenue,4431 Mt. Herbert Ave.,San Diego,92117-4728,CA,(858) 268-1954,No Data,(858) 627-9289,No Data,http://www.sandi.net/muir,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-12,K-8,C,Y,N,No Data,32.823298,-117.19419,Stan,Anjan,sanjan@sandi.net,44222
37683383730173,0634320,05549,Active,San Diego,San Diego Unified,Canyon Hills High,5156 Santo Road,5156 Santo Rd.,San Diego,92124-2037,CA,5156 Santo Road,5156 Santo Rd.,San Diego,92124-2037,CA,(858) 496-8342,No Data,(858) 571-3457,dsomervi@mail.sandi.net,http://www.serra.sandi.net,29403,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,32.825282,-117.10407,Erica,Renfree,erenfree@sandi.net,44383
37683383730181,0634320,05520,Active,San Diego,San Diego Unified,Mira Mesa High,10510 Marauder Way,10510 Marauder Way,San Diego,92126-3275,CA,10510 Marauder Way,10510 Marauder Way,San Diego,92126-3275,CA,(858) 566-2262,No Data,(858) 549-9541,No Data,http://www.miramesahigh.org,27942,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,32.910904,-117.14037,Jeff,Sabins,jsabins@sandi.net,44056
37683383730231,0634320,05562,Active,San Diego,San Diego Unified,Twain High,6402 Linda Vista Road,6402 Linda Vista Rd.,San Diego,92111-7320,CA,6402 Linda Vista Road,6402 Linda Vista Rd.,San Diego,92111-7320,CA,(858) 800-5300,No Data,(858) 800-5340,No Data,http://www.sandi.net/twain,29403,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,7-12,9-12,C,N,N,No Data,32.771471,-117.17933,Michael,Rebman,mrebman@sandi.net,44056
37683383730280,0634320,13571,Active,San Diego,San Diego Unified,San Diego Adult,4777 Imperial Avenue Room 407,4777 Imperial Ave. Rm. 407,San Diego,92113,CA,4777 Imperial Avenue Room 407,4777 Imperial Ave. Rm. 407,San Diego,92113,CA,(619) 266-6530,No Data,No Data,sandiegoadultschool@sandi.net,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,70,Adult Education Centers,TRAD,Traditional,A,Adult,Adult,No Data,F,No Data,N,No Data,32.703991,-117.09202,Nate,Sachdeva,nsachdeva@sandi.net,43966
37683383730314,0634320,07838,Active,San Diego,San Diego Unified,University City High,6949 Genesee Avenue,6949 Genesee Ave.,San Diego,92122-2455,CA,6949 Genesee Avenue,6949 Genesee Ave.,San Diego,92122-2455,CA,(858) 605-2800,No Data,(858) 457-4228,No Data,http://www.universitycityhigh.org,29403,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,32.861197,-117.20954,Jeff,Olivero,jolivero@sandi.net,44056
37683383730363,0634320,07837,Active,San Diego,San Diego Unified,Whittier K-12,3401 Clairemont Drive,3401 Clairemont Dr.,San Diego,92117-5938,CA,3401 Clairemont Drive,3401 Clairemont Dr.,San Diego,92117-5938,CA,(858) 490-2770,No Data,(858) 490-2777,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,13,Opportunity Schools,OPP,Opportunity School,ELEMHIGH,Elementary-High Combination,P-12,3-12,C,N,N,No Data,32.803799,-117.19929,Kali,Madison,kmadison@sandi.net,44126
37683383730371,0634320,08962,Active,San Diego,San Diego Unified,San Diego SCPA,2425 Dusk Drive,2425 Dusk Dr.,San Diego,92139-2412,CA,2425 Dusk Drive,2425 Dusk Dr.,San Diego,92139-2412,CA,(619) 470-0555,No Data,(619) 479-8449,No Data,http://www.scpa.sandi.net,29403,No Data,N,No Data,No Data,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-12,C,Y,N,No Data,32.679265,-117.04953,Tim,Farson,tfarson@sandi.net,44056
37683383730751,0634320,09437,Active,San Diego,San Diego Unified,Mt. Everest Academy,4350 Mount Everest Boulevard,4350 Mt. Everest Blvd.,San Diego,92117-4847,CA,4350 Mount Everest Boulevard,4350 Mt. Everest Blvd.,San Diego,92117-4847,CA,(619) 605-8700,No Data,No Data,mteverest@sandi.net,http://mteverest.sandiegounified.org,29403,No Data,N,No Data,No Data,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,ELEMHIGH,Elementary-High Combination,K-12,K-12,V,N,N,No Data,32.820017,-117.18610,Courtney,Browne,cbrowne@sandi.net,44504
37683383730884,0634320,02688,Active,San Diego,San Diego Unified,Scripps Ranch High,10410 Falcon Way,10410 Falcon Way,San Diego,92131-1126,CA,10410 Falcon Way,10410 Falcon Way,San Diego,92131-1126,CA,(858) 302-3400,No Data,(858) 621-9020,No Data,http://srhs.falcons.org,34213,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,32.908719,-117.11199,Matthew,Lawson,mlawson2@sandi.net,44084
37683383730959,0634320,03939,Active,San Diego,San Diego Unified,Charter School of San Diego,10170 Huennekens Street,10170 Huennekens St.,San Diego,92121-2964,CA,10170 Huennekens Street,10170 Huennekens St.,San Diego,92121-2964,CA,(858) 678-2020,No Data,(858) 552-6666,info@charterschool-sandiego.net,http://www.charterschool-sandiego.net,34530,No Data,Y,0028,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-12,N,N,Y,0601876,32.902951,-117.18379,Tim,Tuter,ttuter@altusschools.net,44067
37683383731056,0634320,11235,Active,San Diego,San Diego Unified,TRACE,2375 Congress Street Suite 4,2375 Congress St. Ste. 4,San Diego,92110-2818,CA,2375 Congress Street Suite 4,2375 Congress St. Ste. 4,San Diego,92110-2818,CA,(619) 209-4500,No Data,(619) 209-4514,No Data,No Data,35675,No Data,N,No Data,No Data,54,Unified School District,09,Special Education Schools (Public),SPEC,Special Education School,HS,High School,9-12,11-12,N,N,N,No Data,32.750337,-117.19342,Amy,Perez,aperez@sandi.net,44504
37683383731130,0634320,07682,Active,San Diego,San Diego Unified,ALBA,4041 Oregon Street,4041 Oregon St.,San Diego,92104-1706,CA,4041 Oregon Street,4041 Oregon St.,San Diego,92104-1706,CA,(619) 344-3900,No Data,(619) 344-3940,No Data,No Data,35675,No Data,N,No Data,No Data,54,Unified School District,69,District Community Day Schools,COMMDAY,Community Day School,HS,High School,1-12,7-12,C,N,N,No Data,32.751186,-117.13509,Meghan,Voeltner,mvoeltner@sandi.net,44056
